name,arity_profile,avg_arity,max_arity,min_arity,n_components,n_components_d,n_edges,n_edges_d,n_exist_vars,n_facts,n_nodes,n_nodes_d,n_predicates,n_rules,n_shapes,n_spacial_components,n_spacial_components_d,n_special_edges,n_special_edges_d,predicate_profile,rule_profile,t_component,t_graph,t_graph_d,t_parse,t_shapes,t_terminate_graph_avg,t_terminate_graph_d,t_terminate_graph_std,t_vlog,terminates_graph,total_t
\rules\program-151-small.res,[1-10], 5.7407407407407405, 10.0, 1.0, 0, 282423, 582828, 1194857, 111992, 8100000, 465, 304247, 81.0, 223999, 2781, 0, 3, 184645, 194273, [5-200), [0-333333), 343.22556, 30327.457, 430401.06, 6538.661, 6808.0073,NaN, 437552.28,NaN,null, false, 474756.84
\rules\program-7-small.res,[1-5], 2.877551020408163, 5.0, 1.0, 0, 1269, 334829, 163349, 24755, 19600000, 564, 7416, 196.0, 49244, 1036, 0, 1, 38339, 24957, [5-200), [0-333333), 31.32854, 3614.7253, 1020.39246, 1090.787, 8950.065,NaN, 10001.786,NaN,null, false, 14837.561
\predicate\program-368-small.res,[1-10], 5.579514824797844, 10.0, 1.0, 0, 192610, 2173199, 527240, 50311, 37100000, 2070, 200072, 371.0, 100610, 13015, 0, 1, 184664, 84212, [200-400), [0-333333), 235.29634, 11472.7, 340747.44, 3003.06, 27367.215,NaN, 368349.94,NaN,null, false,null
\rules\program-121-small.res,[1-5], 3.0205479452054793, 5.0, 1.0, 0, 61, 534780, 2279839, 457024, 14600000, 441, 5961, 146.0, 913702, 815, 0, 1, 180404, 380260, [5-200), [666666-999999), 117.0665, 37371.8, 20452.14, 16581.77, 7949.073,NaN, 28518.281,NaN,null, false, 82833.46
\rules\program-430-small.res,[1-5], 2.9946949602122017, 5.0, 1.0, 0, 137, 2722426, 2560782, 396496, 37700000, 1129, 14522, 377.0, 793017, 2050, 0, 1, 534418, 406535, [200-400), [666666-999999), 137.84137, 65527.47, 14978.99, 14290.617, 17280.445,NaN, 32397.277,NaN,null, false, 112856.88
\rules\program-68-small.res,[1-5], 3.125, 5.0, 1.0, 0, 13, 85331, 1140029, 308269, 5600000, 175, 1731, 56.0, 615194, 300, 0, 1, 29925, 211071, [5-200), [333333-666666), 78.98223, 13047.25, 13491.396, 11709.331, 3075.0945,NaN, 16645.473,NaN,null, false, 41618.527
\rules\program-86-small.res,[1-5], 3.054054054054054, 5.0, 1.0, 0, 15, 35221, 634290, 195912, 3700000, 113, 1448, 37.0, 392351, 208, 0, 1, 11978, 113875, [5-200), [333333-666666), 45.42716, 6816.494, 6848.246, 7351.6343, 2462.77,NaN, 9356.443,NaN,null, false, 23663.158
\rules\program-178-small.res,[1-10], 5.521739130434782, 10.0, 1.0, 0, 37558, 44773, 145866, 14472, 2300000, 127, 39986, 23.0, 29080, 751, 0, 1, 15078, 23609, [5-200), [0-333333), 59.798935, 3118.7197, 57097.867, 974.6584, 2426.749,NaN, 59584.418,NaN,null, false, 63747.723
\predicate\program-818-small.res,[1-5], 3.01174168297456, 5.0, 1.0, 0, 231, 3831227, 2376896, 346090, 51100000, 1539, 20552, 511.0, 693609, 2852, 0, 1, 546437, 370155, [400-600], [666666-999999), 138.81255, 64056.617, 11466.195, 12651.267, 22794.021,NaN, 34399.03,NaN,null, false,null
\predicate\program-136-small.res,[1-5], 3.1052631578947367, 5.0, 1.0, 0, 13, 38426, 969173, 324591, 3800000, 118, 1430, 38.0, 648792, 219, 0, 1, 12980, 177593, [5-200), [333333-666666), 70.31001, 7891.0664, 12783.806, 12041.245, 2380.3591,NaN, 15234.475,NaN,null, false,null
\rules\program-676-small.res,[1-5], 3.0145228215767634, 5.0, 1.0, 0, 211, 3372265, 2073237, 299261, 48200000, 1453, 19215, 482.0, 598650, 2663, 0, 1, 478163, 323533, [400-600], [333333-666666), 128.5139, 48911.945, 9776.996, 11462.475, 21306.4,NaN, 31211.91,NaN,null, false, 92099.58
\rules\program-122-small.res,[1-5], 3.0875, 5.0, 1.0, 0, 71, 670765, 2663906, 497979, 16000000, 494, 6898, 160.0, 998303, 932, 0, 1, 225964, 441640, [5-200), [666666-999999), 143.66377, 37051.863, 18978.219, 18262.268, 8908.809,NaN, 28030.691,NaN,null, false, 83788.98
\rules\program-34-small.res,[1-5], 2.947019867549669, 5.0, 1.0, 0, 58, 468812, 604079, 100459, 15100000, 445, 5546, 151.0, 200066, 814, 0, 1, 113193, 97666, [5-200), [0-333333), 55.81893, 11837.074, 3188.7334, 3765.586, 7208.656,NaN, 10453.208,NaN,null, false, 26287.037
\rules\program-360-small.res,[1-5], 2.9442724458204332, 5.0, 1.0, 0, 117, 1995108, 2046052, 329245, 32300000, 951, 12135, 323.0, 658503, 1738, 0, 1, 415127, 325999, [200-400), [333333-666666), 116.66546, 45562.887, 12088.319, 12150.224, 13873.323,NaN, 26078.309,NaN,null, false, 84272.42
\predicate\program-835-small.res,[1-5], 3.0257510729613735, 5.0, 1.0, 0, 191, 3942058, 3156646, 477218, 46600000, 1410, 19324, 466.0, 954068, 2636, 0, 1, 689201, 497479, [400-600], [666666-999999), 157.07355, 111486.15, 20790.607, 17465.59, 21034.584,NaN, 41982.266,NaN,null, false,null
\rules\program-401-small.res,[1-5], 2.98974358974359, 5.0, 1.0, 0, 143, 3022081, 3154191, 499231, 39000000, 1166, 15104, 390.0, 997570, 2131, 0, 1, 637274, 502718, [200-400), [666666-999999), 155.7916, 76546.14, 19135.213, 17862.904, 24410.844,NaN, 43701.848,NaN,null, false, 138974.17
\arity\program-209-small.res,[1-5], 2.983425414364641, 5.0, 1.0, 0, 147, 2332929, 1910546, 294628, 36200000, 1080, 14664, 362.0, 589993, 2000, 0, 1, 412949, 300864, [200-400), [333333-666666), 133.38712, 46118.145, 10673.301, 11211.885, 15730.549,NaN, 26537.236,NaN,null, false, 84327.1
\predicate\program-527-small.res,[1-5], 2.9974293059125965, 5.0, 1.0, 0, 156, 2957178, 2904210, 454456, 38900000, 1166, 15498, 389.0, 909447, 2156, 0, 1, 597429, 461185, [200-400), [666666-999999), 128.84808, 62661.88, 16894.543, 16711.908, 17347.701,NaN, 34371.094,NaN,null, false,null
\arity\program-100-small.res,[1-5], 3.090909090909091, 5.0, 1.0, 0, 1, 3193, 348350, 303890, 1100000, 34, 548, 11.0, 608757, 66, 0, 1, 1088, 68809, [5-200), [333333-666666), 24.872772, 2933.9446, 10216.283, 11530.723, 1175.4021,NaN, 11416.559,NaN,null, false,null
\predicate\program-45-small.res,[1-5], 2.981651376146789, 5.0, 1.0, 0, 41, 281303, 730441, 136889, 10900000, 325, 4266, 109.0, 273306, 609, 0, 1, 88071, 117980, [5-200), [0-333333), 41.651665, 7286.29, 4197.6587, 5254.444, 5692.6353,NaN, 9931.945,NaN,null, false,null
\rules\program-753-small.res,[1-10], 5.497816593886463, 10.0, 1.0, 0, 252668, 3051440, 757027, 71267, 45800000, 2518, 265005, 458.0, 142524, 15069, 0, 1, 262180, 121166, [400-600], [0-333333), 330.63983, 17787.617, 409369.34, 4173.335, 33408.48,NaN, 443108.44,NaN,null, false, 465621.28
\predicate\program-663-small.res,[1-10], 5.492307692307692, 10.0, 1.0, 0, 176509, 2009927, 453077, 43598, 58500000, 3213, 182827, 585.0, 87331, 19784, 0, 1, 158252, 72084, [400-600], [0-333333), 210.1455, 4558.6636, 289016.1, 2574.9192, 43112.203,NaN, 332338.44,NaN,null, false,null
\rules\program-752-small.res,[1-10], 5.500907441016334, 10.0, 1.0, 0, 70701, 705431, 153929, 14762, 55100000, 3031, 72409, 551.0, 29516, 18575, 0, 1, 54197, 24472, [400-600], [0-333333), 88.258194, 3181.1414, 125244.555, 964.2843, 40139.184,NaN, 165472.0,NaN,null, false, 169779.33
\arity\program-2-small.res,[1-5], 2.8617021276595747, 5.0, 1.0, 0, 51, 181003, 304270, 57477, 9400000, 269, 3704, 94.0, 115079, 490, 0, 1, 49433, 49012, [5-200), [0-333333), 41.325905, 4712.4023, 1771.6685, 2254.041, 4695.161,NaN, 6508.1553,NaN,null, false, 13595.998
\rules\program-485-small.res,[1-10], 5.518987341772152, 10.0, 1.0, 0, 250982, 2406005, 867017, 81034, 23700000, 1308, 265115, 237.0, 162260, 7833, 0, 1, 281705, 139669, [200-400), [0-333333), 337.85446, 33684.535, 446268.25, 4893.1074, 17466.818,NaN, 464072.9,NaN,null, false, 503187.88
\arity\program-493-small.res,[1-10], 5.625, 10.0, 1.0, 0, 103119, 5671, 836149, 108699, 800000, 45, 133251, 8.0, 216756, 313, 0, 1, 1935, 134031, [5-200), [0-333333), 200.42747, 4525.8335, 237904.03, 6222.8794, 1351.3829,NaN, 239455.84,NaN,null, false, 250391.12
\arity\program-150-small.res,[1-5], 3.1079136690647484, 5.0, 1.0, 0, 61, 512880, 2376756, 451872, 13900000, 432, 6135, 139.0, 903077, 831, 0, 1, 171811, 389293, [5-200), [666666-999999), 138.34642, 41899.816, 20095.877, 16575.6, 7429.777,NaN, 27664.0,NaN,null, false, 86543.83
\rules\program-718-small.res,[1-5], 2.9977272727272726, 5.0, 1.0, 0, 177, 3572003, 3074300, 475155, 44000000, 1319, 17859, 440.0, 949515, 2437, 0, 1, 656563, 486194, [400-600], [666666-999999), 144.46977, 77330.79, 18490.098, 17019.04, 19705.172,NaN, 38339.742,NaN,null, false, 133370.06
\predicate\program-737-small.res,[1-5], 2.995305164319249, 5.0, 1.0, 0, 257, 2209361, 1201712, 174385, 42600000, 1276, 17112, 426.0, 348984, 2365, 0, 1, 281278, 185834, [400-600], [333333-666666), 122.305534, 22080.096, 4951.9805, 6528.999, 19878.182,NaN, 24952.469,NaN,null, false,null
\rules\program-339-small.res,[1-5], 3.0427631578947367, 5.0, 1.0, 0, 657, 952246, 464033, 64838, 30400000, 925, 12917, 304.0, 130346, 1718, 0, 1, 111105, 71318, [200-400), [0-333333), 58.808662, 7855.693, 1772.9573, 2694.5415, 14102.914,NaN, 15934.68,NaN,null, false, 26728.465
\predicate\program-503-small.res,[1-5], 3.0344827586206895, 5.0, 1.0, 0, 149, 2679145, 2284539, 341887, 37700000, 1144, 15249, 377.0, 682213, 2113, 0, 1, 493088, 362627, [200-400), [666666-999999), 129.41254, 58196.887, 12301.63, 12495.047, 17106.197,NaN, 29537.238,NaN,null, false,null
\rules\program-373-small.res,[1-5], 3.0441176470588234, 5.0, 1.0, 0, 81, 966486, 1606798, 262162, 20400000, 621, 8238, 204.0, 524516, 1145, 0, 1, 266328, 260566, [200-400), [333333-666666), 117.333374, 42849.547, 9407.4795, 10119.211, 9212.605,NaN, 18737.418,NaN,null, false, 72132.11
\predicate\program-660-small.res,[1-10], 5.5327586206896555, 10.0, 1.0, 0, 67784, 672911, 145429, 13909, 58000000, 3209, 69325, 580.0, 27842, 20055, 0, 2, 51709, 23209, [400-600], [0-333333), 127.52897, 691.3377, 126989.69, 923.8538, 43181.17,NaN, 170298.39,NaN,null, false,null
\arity\program-153-small.res,[1-5], 2.9408866995073892, 5.0, 1.0, 0, 1, 470223, 254293, 36861, 20300000, 597, 7343, 203.0, 74046, 1073, 0, 1, 59470, 39231, [200-400), [0-333333), 23.916897, 2458.3381, 1104.4509, 1547.07, 9532.238,NaN, 10660.606,NaN,null, false,null
\rules\program-87-small.res,[1-5], 3.0, 5.0, 1.0, 0, 49, 450648, 1373905, 259012, 13600000, 408, 5198, 136.0, 517383, 736, 0, 1, 146993, 225926, [5-200), [333333-666666), 101.18399, 27952.6, 9305.796, 9684.353, 6130.96,NaN, 15537.939,NaN,null, false, 53443.027
\rules\program-403-small.res,[1-5], 2.929663608562691, 5.0, 1.0, 0, 125, 2126047, 2538244, 427895, 32700000, 958, 12638, 327.0, 855946, 1754, 0, 1, 487234, 405406, [200-400), [666666-999999), 138.71942, 57211.67, 17129.623, 15435.808, 15177.122,NaN, 32445.465,NaN,null, false, 105689.85
\arity\program-525-small.res,[1-10], 5.461538461538462, 10.0, 1.0, 0, 253930, 14218, 1442864, 195159, 1300000, 71, 283501, 13.0, 389803, 465, 0, 1, 4899, 235866, [5-200), [333333-666666), 332.72998, 7343.4033, 486084.2, 10780.618, 1870.9442,NaN, 488287.84,NaN,null, false, 506674.06
\predicate\program-127-small.res,[1-5], 2.7464788732394365, 5.0, 1.0, 0, 29, 103660, 772346, 236514, 7100000, 195, 2627, 71.0, 473216, 352, 0, 1, 33924, 128548, [5-200), [333333-666666), 65.24245, 5985.6323, 7109.639, 8410.48, 3871.687,NaN, 11046.568,NaN,null, false,null
\rules\program-435-small.res,[1-5], 3.1137026239067054, 5.0, 1.0, 0, 143, 2485049, 2424267, 355501, 34300000, 1068, 14710, 343.0, 710421, 1988, 0, 1, 505441, 386990, [200-400), [666666-999999), 161.30893, 56264.652, 14115.76, 13358.243, 15593.862,NaN, 29870.93,NaN,null, false, 100149.484
\arity\program-491-small.res,[1-10], 5.475409836065574, 10.0, 1.0, 0, 121818, 287064, 421306, 43408, 6100000, 334, 127166, 61.0, 86489, 2060, 0, 1, 81780, 68790, [5-200), [0-333333), 158.33908, 7249.323, 224340.23, 2661.8174, 5380.065,NaN, 229878.64,NaN,null, false, 239951.58
\predicate\program-107-small.res,[1-5], 2.9692307692307693, 5.0, 1.0, 0, 23, 102737, 1076775, 289302, 6500000, 193, 2378, 65.0, 579255, 346, 0, 1, 34740, 186955, [5-200), [333333-666666), 63.575447, 10232.848, 10023.466, 10507.08, 3809.906,NaN, 13896.947,NaN,null, false,null
\predicate\program-96-small.res,[1-10], 5.193548387096774, 10.0, 1.0, 0, 123037, 527426, 409702, 46822, 9300000, 483, 128112, 93.0, 93474, 3029, 0, 1, 108219, 66152, [5-200), [0-333333), 153.9531, 8345.844, 238593.81, 2624.7876, 7632.6,NaN, 246380.36,NaN,null, false,null
\predicate\program-227-small.res,[1-5], 2.9879518072289155, 5.0, 1.0, 0, 63, 664513, 1956270, 371899, 16600000, 496, 6523, 166.0, 744371, 920, 0, 1, 215484, 320872, [5-200), [666666-999999), 112.58853, 39564.164, 15008.124, 13427.986, 7686.832,NaN, 22807.545,NaN,null, false,null
\arity\program-498-small.res,[1-10], 5.114503816793893, 10.0, 1.0, 0, 280899, 1086844, 1145641, 129340, 13100000, 670, 301324, 131.0, 258835, 3895, 0, 2, 264960, 186276, [5-200), [0-333333), 352.0451, 29852.914, 476334.28, 6918.2485, 9968.431,NaN, 486654.75,NaN,null, false, 523816.88
\rules\program-147-small.res,[1-5], 2.937062937062937, 5.0, 1.0, 0, 39, 484467, 2013470, 419228, 14300000, 420, 4625, 143.0, 839006, 730, 0, 1, 163354, 338346, [5-200), [666666-999999), 95.292786, 28999.008, 18075.188, 15234.209, 7555.6655,NaN, 25726.146,NaN,null, false, 70277.17
\arity\program-394-small.res,[1-5], 3.0118203309692673, 5.0, 1.0, 0, 257, 2180668, 1181689, 168878, 42300000, 1274, 16981, 423.0, 336506, 2340, 0, 1, 279437, 183817, [400-600], [333333-666666), 85.16412, 26224.111, 4665.7915, 6361.7944, 18903.264,NaN, 23654.219,NaN,null, false, 56604.1
\predicate\program-125-small.res,[1-5], 2.8944723618090453, 5.0, 1.0, 0, 73, 844461, 1545526, 289276, 19900000, 576, 7500, 199.0, 578613, 1050, 0, 1, 240074, 249673, [5-200), [333333-666666), 84.07172, 37409.2, 9880.052, 10585.452, 8696.687,NaN, 18660.809,NaN,null, false,null
\rules\program-30-small.res,[1-5], 2.824561403508772, 5.0, 1.0, 0, 17, 70872, 276676, 63394, 5700000, 161, 1821, 57.0, 127423, 285, 0, 1, 23433, 45649, [5-200), [0-333333), 36.636646, 4470.2266, 1787.356, 2556.2869, 3369.096,NaN, 5193.0884,NaN,null, false, 12324.547
\predicate\program-721-small.res,[1-5], 3.003968253968254, 5.0, 1.0, 0, 245, 3390435, 1955438, 283206, 50400000, 1514, 20155, 504.0, 565885, 2800, 0, 1, 455918, 304296, [400-600], [333333-666666), 117.66957, 56751.29, 8731.053, 10758.034, 21929.484,NaN, 30778.207,NaN,null, false,null
\rules\program-72-small.res,[1-5], 2.9166666666666665, 5.0, 1.0, 0, 17, 84405, 697709, 179998, 6000000, 175, 1986, 60.0, 360134, 318, 0, 1, 28349, 119281, [5-200), [333333-666666), 49.77828, 6586.2593, 5828.101, 6681.5303, 3708.576,NaN, 9586.455,NaN,null, false, 23005.398
\predicate\program-709-small.res,[1-5], 2.997991967871486, 5.0, 1.0, 0, 207, 3525337, 2148418, 314192, 49800000, 1493, 19820, 498.0, 629148, 2756, 0, 1, 494835, 334224, [400-600], [333333-666666), 121.89516, 49821.574, 10017.544, 11420.881, 22456.803,NaN, 32596.242,NaN,null, false,null
\rules\program-16-small.res,[1-5], 2.9310344827586206, 5.0, 1.0, 0, 52, 429367, 564664, 94459, 14500000, 425, 5141, 145.0, 188854, 762, 0, 1, 104780, 90955, [5-200), [0-333333), 59.796436, 9067.205, 2813.427, 3614.8916, 8216.0625,NaN, 11089.286,NaN,null, false, 23977.13
\rules\program-495-small.res,[1-10], 5.544715447154472, 10.0, 1.0, 0, 267673, 2995060, 793446, 74838, 36900000, 2046, 279136, 369.0, 149298, 12451, 0, 1, 273981, 127353, [200-400), [0-333333), 309.49094, 23042.305, 409457.84, 4522.8926, 27414.855,NaN, 437182.2,NaN,null, false, 465307.6
\arity\program-448-small.res,[1-5], 2.997732426303855, 5.0, 1.0, 0, 184, 3363241, 2583040, 388349, 44100000, 1322, 17346, 441.0, 776498, 2427, 0, 1, 568560, 406960, [400-600], [666666-999999), 136.06282, 64605.516, 14552.789, 14152.215, 19608.232,NaN, 34297.086,NaN,null, false, 113635.59
\predicate\program-437-small.res,[1-5], 2.983974358974359, 5.0, 1.0, 0, 129, 1801141, 1590172, 246641, 31200000, 931, 12422, 312.0, 493314, 1711, 0, 1, 338354, 252113, [200-400), [333333-666666), 114.63901, 34672.742, 8029.7397, 9268.12, 13881.969,NaN, 22026.348,NaN,null, false,null
\predicate\program-119-small.res,[1-5], 2.986666666666667, 5.0, 1.0, 0, 57, 541517, 1527667, 284922, 15000000, 448, 5707, 150.0, 569348, 802, 0, 1, 175810, 253369, [5-200), [333333-666666), 103.573494, 23892.674, 10749.124, 10729.509, 7065.888,NaN, 17918.586,NaN,null, false,null
\predicate\program-703-small.res,[1-5], 3.039260969976905, 5.0, 1.0, 0, 184, 3166966, 2241852, 328326, 43300000, 1316, 18017, 433.0, 657298, 2463, 0, 1, 505201, 352453, [400-600], [333333-666666), 135.44093, 57705.812, 11163.978, 12461.687, 19801.85,NaN, 31101.27,NaN,null, false,null
\arity\program-452-small.res,[1-10], 4.625, 10.0, 1.0, 0, 123460, 188316, 978337, 115608, 5600000, 259, 137628, 56.0, 231485, 1168, 0, 1, 65399, 161471, [5-200), [0-333333), 228.85925, 15647.619, 188400.7, 6170.097, 4181.498,NaN, 192811.06,NaN,null, false, 214848.55
\arity\program-754-small.res,[1-10], 5.402277039848197, 10.0, 1.0, 0, 266556, 3169529, 766613, 74752, 52700000, 2847, 277844, 527.0, 149651, 17113, 0, 1, 261922, 121846, [400-600], [0-333333), 312.15897, 18483.979, 410377.97, 4624.263, 37218.86,NaN, 447909.0,NaN,null, false, 471477.1
\rules\program-22-small.res,[1-5], 2.727272727272727, 5.0, 1.0, 0, 3, 9873, 206106, 127658, 2200000, 60, 485, 22.0, 255348, 99, 0, 1, 3360, 40343, [5-200), [0-333333), 20.996748, 4245.8267, 3743.3828, 4571.847, 1509.7988,NaN, 5274.1787,NaN,null, false, 14177.89
\rules\program-709-small.res,[1-5], 3.0360576923076925, 5.0, 1.0, 0, 163, 3364128, 3062265, 463135, 41600000, 1263, 16802, 416.0, 925180, 2340, 0, 1, 648401, 487040, [400-600], [666666-999999), 166.00877, 85398.016, 18813.564, 17017.484, 19118.336,NaN, 38097.906,NaN,null, false, 141344.38
\predicate\program-123-small.res,[1-5], 3.1481481481481484, 5.0, 1.0, 0, 41, 179879, 1330969, 273182, 8100000, 255, 3849, 81.0, 547647, 495, 0, 1, 61173, 222125, [5-200), [333333-666666), 84.36921, 13293.855, 11172.315, 10676.939, 4343.2217,NaN, 15599.906,NaN,null, false,null
\rules\program-427-small.res,[1-5], 2.971608832807571, 5.0, 1.0, 0, 121, 2011237, 2225365, 360667, 31700000, 942, 12397, 317.0, 720987, 1722, 0, 1, 440873, 355521, [200-400), [666666-999999), 133.64713, 61157.887, 13867.298, 12976.793, 13941.397,NaN, 27942.344,NaN,null, false, 102612.16
\arity\program-471-small.res,[1-10], 5.322033898305085, 10.0, 1.0, 0, 3, 263707, 504710, 55740, 5900000, 314, 152945, 59.0, 111769, 1880, 0, 3, 82037, 81951, [5-200), [0-333333), 80.668076, 7304.7695, 201309.1, 3214.846, 5065.411,NaN, 206455.17,NaN,null, false,null
\rules\program-4-small.res,[1-5], 3.019047619047619, 5.0, 1.0, 0, 45, 270944, 768312, 141797, 10500000, 317, 4333, 105.0, 283577, 591, 0, 1, 87719, 126228, [5-200), [0-333333), 64.416306, 13832.528, 4714.1284, 5671.5874, 5114.9727,NaN, 9893.518,NaN,null, false, 29579.62
\predicate\program-3-small.res,[1-5], 3.090909090909091, 5.0, 1.0, 0, 3, 3205, 151509, 145314, 1100000, 34, 334, 11.0, 290306, 58, 0, 1, 1088, 31333, [5-200), [0-333333), 14.318492, 1394.6344, 4612.022, 5736.645, 927.1295,NaN, 5553.4697,NaN,null, false,null
\predicate\program-845-small.res,[1-5], 3.0210084033613445, 5.0, 1.0, 0, 187, 3680607, 2529832, 371253, 47600000, 1438, 19181, 476.0, 743030, 2668, 0, 1, 570449, 396242, [400-600], [666666-999999), 146.7299, 66460.9, 12216.979, 13469.514, 21002.69,NaN, 33366.4,NaN,null, false,null
\rules\program-29-small.res,[1-5], 3.0208333333333335, 5.0, 1.0, 0, 25, 57772, 374435, 83870, 4800000, 145, 2251, 48.0, 167913, 280, 0, 1, 19269, 61439, [5-200), [0-333333), 30.150572, 4867.305, 2891.0378, 3362.7166, 3338.3965,NaN, 6259.585,NaN,null, false, 14590.085
\rules\program-653-small.res,[1-5], 3.024330900243309, 5.0, 1.0, 0, 216, 2467747, 1513442, 217716, 41100000, 1243, 16654, 411.0, 435196, 2294, 0, 1, 350859, 236823, [400-600], [333333-666666), 128.08421, 46802.652, 6788.246, 8058.915, 18281.639,NaN, 25197.969,NaN,null, false, 80714.234
\arity\program-108-small.res,[1-5], 2.8160919540229883, 5.0, 1.0, 0, 33, 164590, 1209292, 344905, 8700000, 245, 3190, 87.0, 688064, 426, 0, 1, 55114, 204699, [5-200), [666666-999999), 80.26811, 13240.74, 11997.598, 12100.301, 3972.8557,NaN, 16050.722,NaN,null, false, 41617.48
\predicate\program-98-small.res,[1-10], 5.888888888888889, 10.0, 1.0, 0, 233765, 584207, 799142, 76467, 8100000, 477, 247571, 81.0, 152836, 3081, 0, 1, 165550, 130443, [5-200), [0-333333), 297.8991, 19824.953, 432544.3, 4809.9937, 7485.5723,NaN, 440327.78,NaN,null, false,null
\rules\program-40-small.res,[1-5], 2.8974358974358974, 5.0, 1.0, 0, 15, 35080, 471664, 152896, 3900000, 113, 1451, 39.0, 305595, 205, 0, 1, 11865, 83006, [5-200), [0-333333), 40.55036, 5042.1484, 5111.4546, 5869.153, 2441.8887,NaN, 7593.8936,NaN,null, false, 18629.113
\rules\program-447-small.res,[1-5], 3.012121212121212, 5.0, 1.0, 0, 139, 2347242, 3041196, 496243, 33000000, 994, 13821, 330.0, 992263, 1854, 0, 1, 570193, 490004, [200-400), [666666-999999), 139.22652, 68854.24, 21251.904, 17710.26, 15095.318,NaN, 36486.45,NaN,null, false, 123823.67
\predicate\program-334-small.res,[1-5], 3.0103092783505154, 5.0, 1.0, 0, 262, 1139313, 662397, 95725, 29100000, 876, 11429, 291.0, 190964, 1611, 0, 1, 154272, 103075, [200-400), [0-333333), 49.834984, 11570.756, 2937.432, 3656.8418, 13748.89,NaN, 16736.156,NaN,null, false,null
\arity\program-351-small.res,[1-5], 3.001972386587771, 5.0, 1.0, 0, 286, 3054827, 1638764, 234323, 50700000, 1522, 20198, 507.0, 469175, 2796, 0, 1, 385753, 253514, [400-600], [333333-666666), 126.65711, 36079.195, 6969.811, 8782.484, 21976.795,NaN, 29073.264,NaN,null, false, 74419.96
\predicate\program-367-small.res,[1-10], 5.522167487684729, 10.0, 1.0, 0, 55372, 573419, 139750, 13313, 20300000, 1121, 57481, 203.0, 26515, 6796, 0, 1, 48638, 22374, [200-400), [0-333333), 78.725174, 1280.4382, 91451.79, 874.9811, 15400.463,NaN, 106930.98,NaN,null, false,null
\arity\program-288-small.res,[1-5], 3.0220385674931127, 5.0, 1.0, 0, 145, 2763310, 3173646, 499070, 36300000, 1097, 14720, 363.0, 997659, 2024, 0, 1, 624083, 509462, [200-400), [666666-999999), 151.96681, 85303.016, 20412.355, 18057.047, 16413.525,NaN, 36977.848,NaN,null, false, 140992.61
\arity\program-549-small.res,[1-10], 5.157894736842105, 10.0, 1.0, 0, 143452, 27017, 1458565, 186527, 1900000, 98, 171465, 19.0, 374956, 504, 0, 1, 9408, 237852, [5-200), [333333-666666), 261.98434, 8573.185, 442895.88, 10095.515, 2061.108,NaN, 445218.94,NaN,null, false, 464111.28
\rules\program-772-small.res,[1-10], 5.601785714285715, 10.0, 1.0, 0, 125543, 1346146, 293997, 27726, 56000000, 3137, 129192, 560.0, 55464, 19830, 0, 1, 104550, 46830, [400-600], [0-333333), 147.67853, 4902.775, 216695.02, 1687.908, 42112.348,NaN, 258955.03,NaN,null, false, 265810.62
\arity\program-634-small.res,[1-10], 5.288537549407114, 10.0, 1.0, 0, 3, 609019, 147845, 14576, 25300000, 1338, 57965, 253.0, 29205, 7951, 0, 1, 50118, 23519, [200-400), [0-333333), 28.848272, 1225.036, 101792.22, 939.23425, 21799.684,NaN, 123620.75,NaN,null, false,null
\arity\program-140-small.res,[1-5], 3.1466666666666665, 5.0, 1.0, 0, 1, 154622, 1999393, 486437, 7500000, 236, 3142, 75.0, 972512, 442, 0, 1, 53336, 351407, [5-200), [666666-999999), 100.62476, 22997.768, 23488.281, 17880.703, 4994.992,NaN, 28583.898,NaN,null, false,null
\arity\program-797-small.res,[1-10], 5.5257510729613735, 10.0, 1.0, 0, 1, 884413, 194256, 18746, 46600000, 2575, 85795, 466.0, 37403, 16057, 0, 1, 68600, 30909, [400-600], [0-333333), 39.556046, 968.4152, 149988.5, 1269.8308, 35362.246,NaN, 185390.31,NaN,null, false,null
\predicate\program-646-small.res,[1-5], 2.984978540772532, 5.0, 1.0, 0, 517, 2046702, 991224, 141541, 46600000, 1391, 18369, 466.0, 283154, 2558, 0, 1, 235734, 152310, [400-600], [0-333333), 90.00005, 18870.562, 4018.877, 5482.27, 21177.74,NaN, 25286.617,NaN,null, false,null
\rules\program-304-small.res,[1-5], 2.9770408163265305, 5.0, 1.0, 0, 4152, 568364, 227245, 31854, 39200000, 1167, 14455, 392.0, 62867, 2129, 0, 1, 56223, 34943, [200-400), [0-333333), 53.829304, 3783.8992, 1075.9058, 1405.5385, 17584.38,NaN, 18714.115,NaN,null, false, 24075.25
\rules\program-377-small.res,[1-5], 3.010752688172043, 5.0, 1.0, 0, 163, 2245256, 1551492, 229364, 37200000, 1120, 14994, 372.0, 460113, 2056, 0, 1, 349447, 242723, [200-400), [333333-666666), 106.70381, 40066.918, 7699.44, 8624.769, 16175.657,NaN, 23981.8,NaN,null, false, 73081.7
\predicate\program-440-small.res,[1-5], 3.0655021834061134, 5.0, 1.0, 0, 105, 1231953, 2013437, 331497, 22900000, 702, 10159, 229.0, 663591, 1334, 0, 1, 335994, 324765, [200-400), [333333-666666), 114.60175, 43101.234, 12862.49, 12385.656, 10843.374,NaN, 23820.465,NaN,null, false,null
